,rt,response,subj_idx,condition
0,2.919999999998871,0.0,0,groupB
1,0.43100000000204747,1.0,0,groupB
2,0.5049999999980648,0.0,0,groupB
3,0.6629999999981175,0.0,0,groupB
4,0.41199999999803366,0.0,0,groupB
5,0.45700000000205615,1.0,0,groupB
6,0.48700000000206617,1.0,0,groupB
7,0.5800000000020973,1.0,0,groupB
8,0.5000000000020706,1.0,0,groupB
9,0.7090000000021404,1.0,0,groupB
10,0.33900000000201674,1.0,0,groupB
11,1.0290000000022472,1.0,0,groupB
12,1.0729999999982545,0.0,0,groupB
13,0.6940000000021354,1.0,0,groupB
14,0.4990000000020702,1.0,0,groupB
15,0.5950000000021023,1.0,0,groupB
16,0.5199999999980698,0.0,0,groupB
17,0.376999999998022,0.0,0,groupB
18,0.8630000000021918,1.0,0,groupB
19,1.4830000000023988,1.0,0,groupB
20,0.4380000000020498,1.0,0,groupB
21,0.717000000002143,1.0,0,groupB
22,1.0240000000022456,1.0,0,groupB
23,1.0780000000022636,1.0,0,groupB
24,0.6909999999981269,0.0,0,groupB
25,0.9529999999982144,0.0,0,groupB
26,0.4509999999980467,0.0,0,groupB
27,1.0290000000022472,1.0,0,groupB
28,0.6419999999981105,0.0,0,groupB
29,0.5010000000020709,1.0,0,groupB
30,1.3870000000023668,1.0,0,groupB
31,0.576000000002096,1.0,0,groupB
32,0.7160000000021427,1.0,0,groupB
33,0.43900000000205014,1.0,0,groupB
34,0.7100000000021407,1.0,0,groupB
35,0.9260000000022128,1.0,0,groupB
36,1.2089999999982999,0.0,0,groupB
37,0.7870000000021664,1.0,0,groupB
38,1.8360000000025167,1.0,0,groupB
39,0.7840000000021654,1.0,0,groupB
40,0.4180000000020431,1.0,0,groupA
41,0.8440000000021854,1.0,0,groupA
42,0.6249999999981048,0.0,0,groupA
43,0.5180000000020766,1.0,0,groupA
44,1.1260000000022796,1.0,0,groupA
45,0.4260000000020458,1.0,0,groupA
46,0.42200000000204446,1.0,0,groupA
47,0.5469999999980788,0.0,0,groupA
48,1.1899999999982935,0.0,0,groupA
49,0.702000000002138,1.0,0,groupA
50,0.36000000000202376,1.0,0,groupA
51,0.4080000000020398,1.0,0,groupA
52,0.5460000000020859,1.0,0,groupA
53,0.8479999999981793,0.0,0,groupA
54,0.6070000000021063,1.0,0,groupA
